throughput_max,throughput_avg,time_avg_ms,time_std_ms,time_p95_ms,batch_size,instance_type
964.0,907.1818181818181,2.076861551299885,0.21776344747336282,2.1129339998196883,1,inf2.xlarge
2362.0,2218.4444444444443,1.7011817567004983,0.034906676486176055,1.739954499748819,2,inf2.xlarge
2529.0,2394.24,2.3813089838533643,0.027886228382439374,2.4255355000377676,3,inf2.xlarge
2768.0,2658.9333333333334,2.914352449852686,0.054080170368748084,3.0500575001042307,4,inf2.xlarge
2650.0,2554.358974358974,3.7859483331964836,0.05011155517400228,3.869123999356816,5,inf2.xlarge
2904.0,2778.9767441860463,4.17700490344555,0.1063705505374373,4.319812000176171,6,inf2.xlarge
2758.0,2627.9056603773583,5.1009879394986,0.044242896276596444,5.187356550095501,7,inf2.xlarge
2792.0,2696.135593220339,5.781727331700949,0.1286333607973825,6.073660400807056,8,inf2.xlarge
2907.0,2794.78125,6.289957691450628,0.22004000897095535,6.863825499158338,9,inf2.xlarge
2730.0,2682.972972972973,7.334428899748036,0.08062619883994386,7.464446050516926,10,inf2.xlarge
